,degree_centrality,closeness_centrality,betweeness_centrality,pagerank_centrality,eigenvector_centrality,load_centrality
TATS,0.5254648342764753,1.2181554096671296e-29,2.1765880645820998e+74,0.001198712367577735,0.04259525227038527,0.00011913612183684415
TRE6PP,0.15521422797089732,1.2181554096671296e-29,3.0851180765860388e+60,0.0005763784527367989,0.035970852347942804,0.005732596820766832
TRE6PS,0.22069523039611963,1.2181554096671296e-29,1.3497928992969723,0.0004456108887775178,3.302063032979757e-33,0.002236894755243005
TRESULT,0.2190784155214228,1.2181554096671296e-29,0.0,0.00027761755326749716,5.95033371266364e-30,4.892383957997562e-05
TRIATS,0.5246564268391269,1.2316904697745422e-29,0.0,0.001183856578618631,0.04259525227038527,0.0
UAMRH,0.5359741309620049,1.2181554096671296e-29,2.01550816107694e+91,0.001284846800632556,0.04672920606822009,0.00013313745334885357
S7PI,0.0024252223120452706,1.2181554096671296e-29,0.0,0.00016279725702291863,1.7691030194726744e-61,3.958014936101685e-06
GMHEPK,0.23928860145513337,1.2181554096671296e-29,6.3198815544907e+105,0.00045372978571068005,0.0015531780394486506,0.0008095496616875772
CMLDC,0.2158447857720291,0.0,0.0,0.00012726831333439013,0.0,0.0
H2CO3D,0.38722716248989486,1.2181554096671296e-29,1.0254785804672461e+90,0.004800370941301903,0.05738072402325293,0.003054849369021502
HCO3E,0.38965238480194014,1.2181554096671296e-29,5.396778238928198e+89,0.0046175615754988466,0.05738072402325293,5.860912528394278e-05
NTP3,0.3532740501212611,1.2181554096671296e-29,1.2018494689080711e+73,0.0006504178270069137,0.035970852347942804,5.9064190221973104e-05
MBTK3,0.3217461600646726,1.2181554096671296e-29,8.991229346459665e+77,0.0011318922315048234,0.04259525227038527,1.690933987903139e-05
MBTG,0.232821341956346,1.2181554096671296e-29,4.926765324851273e+75,0.0003594684648155595,0.00577794266652604,0.0001314884625728412
MBTA3,0.6006467259498787,1.2181554096671296e-29,9.388788666785348e+94,0.0018623905499647734,0.04717359543800913,0.0002017882231019168
MBTA1,0.6014551333872271,1.2181554096671296e-29,9.388788666785348e+94,0.0018623905499647734,0.04717359543800913,0.0002161773522456589
SALSYN,0.01616814874696847,1.2181554096671296e-29,0.0,0.00018367736192493586,1.00837378896894e-123,1.843774031533231e-05
FAMPL1,0.34114793856103476,1.2181554096671296e-29,9.051954435949407e+77,0.002038042982916601,0.04331264084614476,1.696348110372455e-05
FAMPL2,0.34114793856103476,1.2181554096671296e-29,9.051954435949407e+77,0.002038042982916601,0.04331264084614476,1.696348110372455e-05
FAMPL3,0.34114793856103476,1.2181554096671296e-29,9.051954435949407e+77,0.002038042982916601,0.04331264084614476,1.696348110372455e-05
FAMPL4,0.34114793856103476,1.2181554096671296e-29,9.051954435949407e+77,0.002038042982916601,0.04331264084614476,1.696348110372455e-05
FAMPL5,0.34114793856103476,1.2181554096671296e-29,9.051954435949407e+77,0.002038042982916601,0.04331264084614476,1.696348110372455e-05
MYC1CYC1,0.21503637833468067,1.2181554096671296e-29,1.4716159093367887e-05,0.00018747527711221392,6.8726720300599805e-31,8.430500449204846e-05
MYC1CYC2,0.21503637833468067,1.2181554096671296e-29,1.471616338060403e-05,0.00019785226610803263,7.880220954245501e-31,8.430500449204846e-05
MYC1CYC3,0.21503637833468067,1.2181554096671296e-29,1.4716171954980902e-05,0.00020115229512106348,5.929330466429999e-31,8.430500449204846e-05
MYC1CYC4,0.21422797089733225,1.2181554096671296e-29,0.0,0.0001422451299557959,4.235210144390252e-30,4.905243120424205e-05
MYC1CYC5,0.21422797089733225,1.2181554096671296e-29,0.0,0.0001422451299557959,9.446344173048467e-31,4.905243120424205e-05
MYC1M1,0.34114793856103476,1.2181554096671296e-29,2.666778328276939e+65,0.0005880493184890735,0.035970852347942804,8.430500449204846e-05
MYC1M2,0.34114793856103476,1.2181554096671296e-29,2.666778328276939e+65,0.0005880493184890735,0.035970852347942804,8.430500449204846e-05
MYC2CYC1,0.21422797089733225,1.2181554096671296e-29,0.0,0.0001409539344548564,7.674226803162881e-33,4.905243120424205e-05
